PDB_file, description
ak2-clustered__ak2_285.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_285.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_286.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_286.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_287.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_287.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_288.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_288.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_289.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_289.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_290.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_290.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_291.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_291.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_292.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_292.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_293.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_293.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_294.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_294.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_295.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_295.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_296.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_296.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_297.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_297.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_298.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_298.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_299.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_299.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_300.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_300.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_301.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_301.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_302.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_302.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_303.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_303.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_304.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_304.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_305.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_305.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_306.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_306.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_307.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_307.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_308.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_308.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_309.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_309.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_310.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_310.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_311.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_311.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_312.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_312.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_313.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_313.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_314.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_314.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_315.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_315.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_316.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_316.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_317.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_317.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_318.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_318.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_319.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_319.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_320.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_320.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_321.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_321.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_322.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_322.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_323.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_323.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_324.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_324.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_325.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_325.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_326.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_326.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_327.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_327.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_328.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_328.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_329.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_329.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_330.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_330.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_331.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_331.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_332.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_332.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_333.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_333.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_334.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_334.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_335.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_335.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_336.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_336.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_337.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_337.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_338.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_338.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_339.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_339.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_340.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_340.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_341.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_341.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_342.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_342.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_343.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_343.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_344.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_344.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_345.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_345.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_346.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_346.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_347.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_347.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_348.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_348.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_349.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_349.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_350.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_350.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_351.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_351.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_352.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_352.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_353.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_353.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_354.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_354.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_355.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_355.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_356.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_356.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_357.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_357.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_358.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_358.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_359.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_359.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_360.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_360.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_361.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_361.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_362.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_362.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_363.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_363.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_364.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_364.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_365.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_365.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_366.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_366.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_367.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_367.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_368.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_368.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_369.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_369.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_370.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_370.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_371.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_371.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_372.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_372.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_373.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_373.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_374.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_374.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_375.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_375.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_376.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_376.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_377.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_377.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_378.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_378.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_379.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_379.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_380.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_380.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_381.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_381.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_382.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_382.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_383.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_383.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_384.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_384.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_385.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_385.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_386.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_386.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-000.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-000.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-001.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-001.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-002.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-002.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-003.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-003.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-004.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-004.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-005.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-005.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-006.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-006.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-007.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-007.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-008.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-008.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U10-009.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U10-009.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-000.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-000.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-001.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-001.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-002.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-002.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-003.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-003.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-004.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-004.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-005.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-005.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-006.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-006.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-007.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-007.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-008.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-008.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
ak2-clustered__ak2_U100-009.a3m_0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb, tool=af_cluster msa=ak2_U100-009.a3m version=AF2-ptm model=1 seed=0 template=off dropout=off
unrelaxed_model_1_ptm_pred_1_rand0.15_nodropout.pdb, tool=afsample2 msa=ak2_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=1 seed=1 template=off dropout=off
